1.10	,	4156.921938
1.11	,	3567.095162
1.12	,	2821.369211
1.13	,	1952.335887
1.14	,	997.9761159
1.15	,	5.88071E-013
1.16	,	0
1.17	,	0
1.18	,	0
1.19	,	0
1.20	,	0
1.21	,	0
1.22	,	0
1.23	,	0
1.24	,	0
1.25	,	0
1.26	,	0
1.27	,	0
1.28	,	0
1.29	,	0
1.30	,	0
1.31	,	0
1.32	,	0
1.33	,	0
1.34	,	0
1.35	,	0
1.36	,	0
1.37	,	0
1.38	,	0
1.39	,	0
1.40	,	0
1.41	,	0
1.42	,	0
1.43	,	0
1.44	,	0
1.45	,	0
1.46	,	0
1.47	,	0
1.48	,	0
1.49	,	0
1.50	,	0
1.51	,	997.9761159
1.52	,	1952.335887
1.53	,	2821.369211
1.54	,	3567.095162
1.55	,	4156.921938
1.56	,	4565.071278
1.57	,	4773.705098
1.58	,	4773.705098
1.59	,	4565.071278
1.60	,	4156.921938
1.61	,	3567.095162
1.62	,	2821.369211
1.63	,	1952.335887
1.64	,	997.9761159
1.65	,	5.88071E-013
1.66	,	0
1.67	,	0
1.68	,	0
1.69	,	0
1.70	,	0
1.71	,	0
1.72	,	0
1.73	,	0
1.74	,	0
1.75	,	0
1.76	,	0
1.77	,	0
1.78	,	0
1.79	,	0
1.80	,	0
1.81	,	0
1.82	,	0
1.83	,	0
1.84	,	0
1.85	,	0
1.86	,	0
1.87	,	0
1.88	,	0
1.89	,	0
1.90	,	0
1.91	,	0
1.92	,	0
1.93	,	0
1.94	,	0
1.95	,	0
1.96	,	0
1.97	,	0
1.98	,	0
1.99	,	0
2.00	,	0
2.01	,	997.9761159
2.02	,	1952.335887
2.03	,	2821.369211
2.04	,	3567.095162
2.05	,	4156.921938
2.06	,	4565.071278
2.07	,	4773.705098
2.08	,	4773.705098
2.09	,	4565.071278
2.10	,	4156.921938
2.11	,	3567.095162
2.12	,	2821.369211
2.13	,	1952.335887
2.14	,	997.9761159
2.15	,	5.88071E-013
2.16	,	0
2.17	,	0
2.18	,	0
2.19	,	0
2.20	,	0
2.21	,	0
2.22	,	0
2.23	,	0
2.24	,	0
2.25	,	0
2.26	,	0
2.27	,	0
2.28	,	0
2.29	,	0
2.3	,	0
2.31	,	0
2.32	,	0
2.33	,	0
2.34	,	0
2.35	,	0
2.36	,	0
2.37	,	0
2.38	,	0
2.39	,	0
2.4	,	0
2.41	,	0
2.42	,	0
2.43	,	0
2.44	,	0
2.45	,	0
2.46	,	0
2.47	,	0
2.48	,	0
2.49	,	0
2.5	,	0
2.51	,	997.9761159
2.52	,	1952.335887
2.53	,	2821.369211
2.54	,	3567.095162
2.55	,	4156.921938
2.56	,	4565.071278
2.57	,	4773.705098
2.58	,	4773.705098
2.59	,	4565.071278
2.6	,	4156.921938
2.61	,	3567.095162
2.62	,	2821.369211
2.63	,	1952.335887
2.64	,	997.9761159
2.65	,	5.88071E-013
2.66	,	0
2.67	,	0
2.68	,	0
2.69	,	0
2.7	,	0
2.71	,	0
2.72	,	0
2.73	,	0
2.74	,	0
2.75	,	0
2.76	,	0
2.77	,	0
2.78	,	0
2.79	,	0
2.8	,	0
2.81	,	0
2.82	,	0
2.83	,	0
2.84	,	0
2.85	,	0
2.86	,	0
2.87	,	0
2.88	,	0
2.89	,	0
2.9	,	0
2.91	,	0
2.92	,	0
2.93	,	0
2.94	,	0
2.95	,	0
2.96	,	0
2.97	,	0
2.98	,	0
2.99	,	0
3	,	0
3.01	,	997.9761159
3.02	,	1952.335887
3.03	,	2821.369211
3.04	,	3567.095162
3.05	,	4156.921938
3.06	,	4565.071278
3.07	,	4773.705098
3.08	,	4773.705098
3.09	,	4565.071278
3.1	,	4156.921938
3.11	,	3567.095162
3.12	,	2821.369211
3.13	,	1952.335887
3.14	,	997.9761159
3.15	,	5.88071E-013
3.16	,	0
3.17	,	0
3.18	,	0
3.19	,	0
3.2	,	0
3.21	,	0
3.22	,	0
3.23	,	0
3.24	,	0
3.25	,	0
3.26	,	0
3.27	,	0
3.28	,	0
3.29	,	0
3.3	,	0
3.31	,	0
3.32	,	0
3.33	,	0
3.34	,	0
3.35	,	0
3.36	,	0
3.37	,	0
3.38	,	0
3.39	,	0
3.4	,	0
3.41	,	0
3.42	,	0
3.43	,	0
3.44	,	0
3.45	,	0
3.46	,	0
3.47	,	0
3.48	,	0
3.49	,	0
3.5	,	0
3.51	,	997.9761159
3.52	,	1952.335887
3.53	,	2821.369211
3.54	,	3567.095162
3.55	,	4156.921938
3.56	,	4565.071278
3.57	,	4773.705098
3.58	,	4773.705098
3.59	,	4565.071278
3.6	,	4156.921938
3.61	,	3567.095162
3.62	,	2821.369211
3.63	,	1952.335887
3.64	,	997.9761159
3.65	,	5.88071E-013
3.66	,	0
3.67	,	0
3.68	,	0
3.69	,	0
3.7	,	0
3.71	,	0
3.72	,	0
3.73	,	0
3.74	,	0
3.75	,	0
3.76	,	0
3.77	,	0
3.78	,	0
3.79	,	0
3.8	,	0
3.81	,	0
3.82	,	0
3.83	,	0
3.84	,	0
3.85	,	0
3.86	,	0
3.87	,	0
3.88	,	0
3.89	,	0
3.9	,	0
3.91	,	0
3.92	,	0
3.93	,	0
3.94	,	0
3.95	,	0
3.96	,	0
3.97	,	0
3.98	,	0
3.99	,	0
4	,	0
4.01	,	997.9761159
4.02	,	1952.335887
4.03	,	2821.369211
4.04	,	3567.095162
4.05	,	4156.921938
4.06	,	4565.071278
4.07	,	4773.705098
4.08	,	4773.705098
4.09	,	4565.071278
4.1	,	4156.921938
4.11	,	3567.095162
4.12	,	2821.369211
4.13	,	1952.335887
4.14	,	997.9761159
4.15	,	5.88071E-013
4.16	,	0
4.17	,	0
4.18	,	0
4.19	,	0
4.2	,	0
4.21	,	0
4.22	,	0
4.23	,	0
4.24	,	0
4.25	,	0
4.26	,	0
4.27	,	0
4.28	,	0
4.29	,	0
4.3	,	0
4.31	,	0
4.32	,	0
4.33	,	0
4.34	,	0
4.35	,	0
4.36	,	0
4.37	,	0
4.38	,	0
4.39	,	0
4.4	,	0
4.41	,	0
4.42	,	0
4.43	,	0
4.44	,	0
4.45	,	0
4.46	,	0
4.47	,	0
4.48	,	0
4.49	,	0
4.5	,	0
4.51	,	997.9761159
4.52	,	1952.335887
4.53	,	2821.369211
4.54	,	3567.095162
4.55	,	4156.921938
4.56	,	4565.071278
4.57	,	4773.705098
4.58	,	4773.705098
4.59	,	4565.071278
4.6	,	4156.921938
4.61	,	3567.095162
4.62	,	2821.369211
4.63	,	1952.335887
4.64	,	997.9761159
4.65	,	5.88071E-013
4.66	,	0
4.67	,	0
4.68	,	0
4.69	,	0
4.7	,	0
4.71	,	0
4.72	,	0
4.73	,	0
4.74	,	0
4.75	,	0
4.76	,	0
4.77	,	0
4.78	,	0
4.79	,	0
4.8	,	0
4.81	,	0
4.82	,	0
4.83	,	0
4.84	,	0
4.85	,	0
4.86	,	0
4.87	,	0
4.88	,	0
4.89	,	0
4.9	,	0
4.91	,	0
4.92	,	0
4.93	,	0
4.94	,	0
4.95	,	0
4.96	,	0
4.97	,	0
4.98	,	0
4.99	,	0
5	,	0
